域名	解析IP	开放端口	WEB服务器	网站状态
bigdata.tencent.com	0.0.0.1	-	端口未开放	端口未开放
coral.tencent.com	0.0.0.1	-	端口未开放	端口未开放
cwmxt.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
d.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
dcsp.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
deploy.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
devops.tencent.com	0.0.0.1	-	端口未开放	端口未开放
dz.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
explorer.tencent.com	0.0.0.1	-	端口未开放	端口未开放
expert.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
file.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
gongzuo.tencent.com	183.232.93.167	80,443	nginx/1.10.2	80:正常访问
hkvpn.tencent.com	0.0.0.1	-	端口未开放	端口未开放
icbsp.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
itest.tencent.com	163.177.90.104	80,443	nginx/1.8.0	80:正常访问
jishi.tencent.com	0.0.0.1	-	端口未开放	端口未开放
lexiang.tencent.com	139.199.92.224	80,443	TCW	80:(404) 未找到
lingshou.tencent.com	223.166.150.154,140.207.62.34	80,443	nginx	80:(400) 错误的请求
l2tp.tencent.com	10.14.36.86	-	端口未开放	端口未开放
mapi.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
mvn.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
mail6.tencent.com	103.7.30.236	-	端口未开放	端口未开放
mail4.tencent.com	183.57.53.109	-	端口未开放	端口未开放
mail5.tencent.com	103.7.30.235	-	端口未开放	端口未开放
mail8.tencent.com	123.151.155.118	-	端口未开放	端口未开放
oauth.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
open.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
passport2.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
pingji.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
pnsp.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
proxy.it.tencent.com	0.0.0.1	-	端口未开放	端口未开放
