域名	解析IP	开放端口	WEB服务器	网站状态
leas.lenovo.com.cn	123.59.48.68	80,443	openresty	80:正常访问
ldcx.lenovo.com.cn	60.205.234.210	80,443	获取失败	80:-
mbuy.lenovo.com.cn	58.220.70.6	80,443	wswaf/2.8.0-10.el6	80:(500) 内部服务器错误
moto.lenovo.com.cn	223.202.62.211	80,443	获取失败	80:-
papi.lenovo.com.cn	58.220.70.6	80,443	wswaf/2.8.0-10.el6	80:(403) 已禁止
rili.lenovo.com.cn	223.202.19.119	-	端口未开放	端口未开放
siot.lenovo.com.cn	59.110.148.212	80,443		80:正常访问
upem.lenovo.com.cn	101.201.169.180	80,443	-	80:(403) 已禁止
wwme.lenovo.com.cn	110.87.96.77	80	Apache/2.4.29 (Win64)	80:正常访问
m.lenovo.com.cn	58.220.70.6	80,443	获取失败	80:-
ideaclub.lenovo.com.cn	139.217.21.181	80,443	获取失败	80:-
